	level_0	index	Funktion	Ratsmitglied	Zutrittsberechtigte	document	page
786	846	7				Register der Zutrittberechtigten 2016-01-21 N.pdf	25
787	847	8	Gast	von Siebenthal Erich, SVP/BE	Minder Heinrich	Register der Zutrittberechtigten 2016-01-21 N.pdf	25
788	848	9	Berner Waldbesitzer		Flückiger Stefan	Register der Zutrittberechtigten 2016-01-21 N.pdf	25
789	849	10		Walliser Bruno, SVP/ZH		Register der Zutrittberechtigten 2016-01-21 N.pdf	25
790	850	11				Register der Zutrittberechtigten 2016-01-21 N.pdf	25
791	851	12	Persönliche/r Mitarbeiter/in	Walter Hansjörg, SVP/TG	Schneider Urs	Register der Zutrittberechtigten 2016-01-21 N.pdf	25
792	852	13	Gast		Walter Madeleine	Register der Zutrittberechtigten 2016-01-21 N.pdf	25
793	853	14	Schweizerischer Arbeitgeberverband	Walti Beat, FDP-Liberale/ZH	Vogt Valentin	Register der Zutrittberechtigten 2016-01-21 N.pdf	25
794	854	15		Dolder-Troller Brigitta	Persönliche/r Mitarbeiter/in	Register der Zutrittberechtigten 2016-01-21 N.pdf	25
795	855	0	Gast	Wasserfallen Christian, FDP-Liberale/BE	Wasserfallen Margret	Register der Zutrittberechtigten 2016-01-21 N.pdf	26
796	856	1	Burson Marsteller		Thalhammer Alexandra	Register der Zutrittberechtigten 2016-01-21 N.pdf	26
797	857	2	Invité(e)	Wehrli Laurent, PLR/VD	Depallens Yves	Register der Zutrittberechtigten 2016-01-21 N.pdf	26
798	858	3	Invité(e)		Braune Victor	Register der Zutrittberechtigten 2016-01-21 N.pdf	26
799	859	4	aqua viva	Weibel Thomas, glp/ZH	Eisenhut Antonia Katharina	Register der Zutrittberechtigten 2016-01-21 N.pdf	26
800	860	5	Wirtschaftsverband swisscleantech		Beglinger Nick	Register der Zutrittberechtigten 2016-01-21 N.pdf	26
801	861	6	Alpeninitiative	Wermuth Cédric, SP/AG	Herrmann Manuel	Register der Zutrittberechtigten 2016-01-21 N.pdf	26
802	862	7				Register der Zutrittberechtigten 2016-01-21 N.pdf	26
803	863	8	auto-schweiz	Wobmann Walter, SVP/SO	Burgener Andreas	Register der Zutrittberechtigten 2016-01-21 N.pdf	26
804	864	9	auto-schweiz		Launaz François	Register der Zutrittberechtigten 2016-01-21 N.pdf	26
805	865	10	Gast	Zanetti Claudio, SVP/ZH	Schmid Claudio	Register der Zutrittberechtigten 2016-01-21 N.pdf	26
806	866	11				Register der Zutrittberechtigten 2016-01-21 N.pdf	26
807	867	12		Zuberbühler David, SVP/AR		Register der Zutrittberechtigten 2016-01-21 N.pdf	26
808	868	13				Register der Zutrittberechtigten 2016-01-21 N.pdf	26
809	869	0	Invité(e)	Addor Jean-Luc, UDC/VS	Perroud Bruno	2019-10-17 zutrittsberechtigte-nr.pdf	2
810	870	1	Invité(e)		Fauchère Cyrille	2019-10-17 zutrittsberechtigte-nr.pdf	2
811	871	2	aaremilch AG	Aebi Andreas, SVP/BE	Schneider Donat	2019-10-17 zutrittsberechtigte-nr.pdf	2
812	872	3	Berner Bauernverband		Wyss Andreas	2019-10-17 zutrittsberechtigte-nr.pdf	2
813	873	4	Bildungsorganisation savoirsuisse	Aebischer Matthias, SP/BE	Bütikofer Etienne	2019-10-17 zutrittsberechtigte-nr.pdf	2
814	874	5	Gast		Meyer Markus	2019-10-17 zutrittsberechtigte-nr.pdf	2
815	875	6		Aeschi Thomas, SVP/ZG		2019-10-17 zutrittsberechtigte-nr.pdf	2
816	876	7				2019-10-17 zutrittsberechtigte-nr.pdf	2
817	877	8	Centre patronal	Amaudruz Céline, UDC/GE	Eperon Patrick	2019-10-17 zutrittsberechtigte-nr.pdf	2
818	878	9	UBS AG		Trunz Manuel	2019-10-17 zutrittsberechtigte-nr.pdf	2
819	879	10	Gast	Ammann Thomas, CVP/SG	Ammann-Pridgar Gabi	2019-10-17 zutrittsberechtigte-nr.pdf	2
820	880	11				2019-10-17 zutrittsberechtigte-nr.pdf	2
821	881	12	ASTAG Schweizerischer Nutzfahrzeugverband	Amstutz Adrian, SVP/BE	Jaussi Reto	2019-10-17 zutrittsberechtigte-nr.pdf	2
822	882	13				2019-10-17 zutrittsberechtigte-nr.pdf	2
823	883	14		Arnold Beat, SVP/UR		2019-10-17 zutrittsberechtigte-nr.pdf	2
824	884	15				2019-10-17 zutrittsberechtigte-nr.pdf	2
825	885	0	Persönliche/r Mitarbeiter/in	Arslan Sibel, BastA/BS	Schiavi Rita	2019-10-17 zutrittsberechtigte-nr.pdf	3
826	886	1	Schweizerische Flüchtlingshilfe SFH		Meier Peter	2019-10-17 zutrittsberechtigte-nr.pdf	3
827	887	2	Wohnbaugenosschenschaften Schweiz	Badran Jacqueline, SP/ZH	Keller Ulrich	2019-10-17 zutrittsberechtigte-nr.pdf	3
828	888	3	ASLOCA		Zwahlen Pierre	2019-10-17 zutrittsberechtigte-nr.pdf	3
829	889	4		Barazzone Guillaume, PDC/GE		2019-10-17 zutrittsberechtigte-nr.pdf	3
830	890	5				2019-10-17 zutrittsberechtigte-nr.pdf	3
831	891	6	Persönliche/r Mitarbeiter/in	Barrile Angelo, SP/ZH	Helfenstein Urs	2019-10-17 zutrittsberechtigte-nr.pdf	3
832	892	7	Gast		Hardmeier Marco	2019-10-17 zutrittsberechtigte-nr.pdf	3
833	893	8	Suissetec	Bauer Philippe, PLR/NE	Moret Alfred	2019-10-17 zutrittsberechtigte-nr.pdf	3
834	894	9				2019-10-17 zutrittsberechtigte-nr.pdf	3
835	895	10	Zenhäusern & Partner AG	Bäumle Martin, glp/ZH	Zenhäusern Martin	2019-10-17 zutrittsberechtigte-nr.pdf	3
836	896	11	Piratenpartei		Ananiadis Jorgo	2019-10-17 zutrittsberechtigte-nr.pdf	3
837	897	12	Invité(e)	Béglé Claude, PDC/VD	Wyden Guelpa Anja	2019-10-17 zutrittsberechtigte-nr.pdf	3
838	898	13				2019-10-17 zutrittsberechtigte-nr.pdf	3
839	899	14	Office des affaires extérieures, Etat de Vaud	Bendahan Samuel, PSS/VD	Rampazzo Aline Sara	2019-10-17 zutrittsberechtigte-nr.pdf	3
840	900	15		Wyss Reto	Schweizerischer Gewerkschaftsbund (SGB)	2019-10-17 zutrittsberechtigte-nr.pdf	3
841	901	0	Musikschaffende Schweiz	Bertschy Kathrin, glp/BE	Trummer Christoph	2019-10-17 zutrittsberechtigte-nr.pdf	4
842	902	1	alliance F		Achermann Sophie	2019-10-17 zutrittsberechtigte-nr.pdf	4
843	903	2	Schweizerischer Gewerbeverband sgv	Bigler Hans-Ulrich, FDP-Liberale/ZH	Kläy Dieter	2019-10-17 zutrittsberechtigte-nr.pdf	4
844	904	3	Schweizerischer Baumeisterverband		Salzmann Bernhard	2019-10-17 zutrittsberechtigte-nr.pdf	4
845	905	4	Stiftung für Konsumentenschutz	Birrer-Heimo Prisca, SP/LU	Stalder Sara	2019-10-17 zutrittsberechtigte-nr.pdf	4
846	906	5				2019-10-17 zutrittsberechtigte-nr.pdf	4
847	907	6	Collaborateur(rice) personnel(le)	Borloz Frédéric, PLR/VD	Miauton Philippe	2019-10-17 zutrittsberechtigte-nr.pdf	4
848	908	7	Invité(e)		Aeby Pürro Chantal	2019-10-17 zutrittsberechtigte-nr.pdf	4
849	909	8	Invité(e)	Bourgeois Jacques, PLR/FR	Egger Francis	2019-10-17 zutrittsberechtigte-nr.pdf	4
850	910	9	Collaborateur(rice) personnel(le)		Halter Liliane	2019-10-17 zutrittsberechtigte-nr.pdf	4
851	911	10	santésuisse	Brand Heinz, SVP/GR	Nold Rebetez Verena	2019-10-17 zutrittsberechtigte-nr.pdf	4
852	912	11	Persönliche/r Mitarbeiter/in		Egger Beda	2019-10-17 zutrittsberechtigte-nr.pdf	4
853	913	12		Bregy Philipp Matthias, CVPO/VS		2019-10-17 zutrittsberechtigte-nr.pdf	4
854	914	13				2019-10-17 zutrittsberechtigte-nr.pdf	4
855	915	14	Ecopolitics	Brélaz Daniel, PES/VD	Jakob Stefan	2019-10-17 zutrittsberechtigte-nr.pdf	4
856	916	15		Michaud Gigon Sophie	Fédération romande des consommateurs (FRC)	2019-10-17 zutrittsberechtigte-nr.pdf	4
857	917	0	Persönliche/r Mitarbeiter/in	Brunner Hansjörg, FDP-Liberale/TG	Rihm Manuela	2019-10-17 zutrittsberechtigte-nr.pdf	5
858	918	1				2019-10-17 zutrittsberechtigte-nr.pdf	5
859	919	2		Büchel Roland Rino, SVP/SG		2019-10-17 zutrittsberechtigte-nr.pdf	5
860	920	3				2019-10-17 zutrittsberechtigte-nr.pdf	5
861	921	4	UDC Vaud	Buffat Michaël, UDC/VD	Grangier Kevin	2019-10-17 zutrittsberechtigte-nr.pdf	5
862	922	5				2019-10-17 zutrittsberechtigte-nr.pdf	5
863	923	6	Invité(e)	Bühler Manfred, UDC/BE	Röthlisberger Claude	2019-10-17 zutrittsberechtigte-nr.pdf	5
864	924	7	Association Spitex privée Suisse (ASPS)		Durst Marcel	2019-10-17 zutrittsberechtigte-nr.pdf	5
865	925	8	Invité(e)	Bulliard-Marbach Christine, CVP/FR	Bulliard Daniel	2019-10-17 zutrittsberechtigte-nr.pdf	5
866	926	9				2019-10-17 zutrittsberechtigte-nr.pdf	5
867	927	10	Persönliche/r Mitarbeiter/in	Burgherr Thomas, SVP/AG	Gutersohn Thomas	2019-10-17 zutrittsberechtigte-nr.pdf	5
868	928	11	Persönliche/r Mitarbeiter/in		Vögeli Urs	2019-10-17 zutrittsberechtigte-nr.pdf	5
869	929	12	Persönliche/r Mitarbeiter/in	Burkart Thierry, FDP-Liberale/AG	Freiermuth Maja	2019-10-17 zutrittsberechtigte-nr.pdf	5
870	930	13				2019-10-17 zutrittsberechtigte-nr.pdf	5
871	931	14	Entwicklung Schweiz	Campell Duri, BDP/GR	Bürki Franziska	2019-10-17 zutrittsberechtigte-nr.pdf	5
872	932	15				2019-10-17 zutrittsberechtigte-nr.pdf	5
873	933	0	hotelleriesuisse	Candinas Martin, CVP/GR	Hans Christophe	2019-10-17 zutrittsberechtigte-nr.pdf	6
874	934	1	LITRA		Böhlen René	2019-10-17 zutrittsberechtigte-nr.pdf	6
875	935	2		Carobbio Guscetti Marina, SP/TI		2019-10-17 zutrittsberechtigte-nr.pdf	6
876	936	3				2019-10-17 zutrittsberechtigte-nr.pdf	6
877	937	4	Persönliche/r Mitarbeiter/in	Cattaneo Rocco, FDP-Liberale/TI	Pessina Camilla	2019-10-17 zutrittsberechtigte-nr.pdf	6
878	938	5	Gast		Aeppli Alfred	2019-10-17 zutrittsberechtigte-nr.pdf	6
879	939	6	Invité(e)	Chevalley Isabelle, pvl/VD	Seydoux Laurent	2019-10-17 zutrittsberechtigte-nr.pdf	6
880	940	7	Farner Consulting AG		Frey Tim	2019-10-17 zutrittsberechtigte-nr.pdf	6
881	941	8	Ordine dei Medici del Canton Ticino	Chiesa Marco, UDC/TI	Denti Franco Eugenio	2019-10-17 zutrittsberechtigte-nr.pdf	6
882	942	9	Ospite		Margaroli Milco	2019-10-17 zutrittsberechtigte-nr.pdf	6
883	943	10		Clottu Raymond, -/NE		2019-10-17 zutrittsberechtigte-nr.pdf	6
884	944	11				2019-10-17 zutrittsberechtigte-nr.pdf	6
885	945	12	Procap Suisse	Crottaz Brigitte, PSS/VD	Fischer Alex	2019-10-17 zutrittsberechtigte-nr.pdf	6
886	946	13	furrerhugi AG et Fédération suisse des patients		Zurich Simon	2019-10-17 zutrittsberechtigte-nr.pdf	6
887	947	14	Schweizer Tourismus-Verband	de Buman Dominique, PDC/FR	Gisi Barbara	2019-10-17 zutrittsberechtigte-nr.pdf	6
888	948	15		Shahinian Sarkis	Parlamentarische Gruppe Schweiz-Armenien	2019-10-17 zutrittsberechtigte-nr.pdf	6
889	949	0	Schweizerischer Gewerbeverband	de Courten Thomas, SVP/BL	Gfeller Kurt	2019-10-17 zutrittsberechtigte-nr.pdf	7
890	950	1	Intergenerika		Müller Axel	2019-10-17 zutrittsberechtigte-nr.pdf	7
891	951	2	Collaborateur(rice) personnel(le)	de la Reussille Denis, PdT/NE	Ioset Amanda	2019-10-17 zutrittsberechtigte-nr.pdf	7
892	952	3				2019-10-17 zutrittsberechtigte-nr.pdf	7
893	953	4	Economiesuisse	Derder Fathi, PLR/VD	Gaggini Cristina	2019-10-17 zutrittsberechtigte-nr.pdf	7
894	954	5	Invité(e)		Balet Emery Chantal	2019-10-17 zutrittsberechtigte-nr.pdf	7
895	955	6	Gast	Dettling Marcel, SVP/SZ	Lienert Monika	2019-10-17 zutrittsberechtigte-nr.pdf	7
896	956	7				2019-10-17 zutrittsberechtigte-nr.pdf	7
897	957	8		Dobler Marcel, FDP-Liberale/SG		2019-10-17 zutrittsberechtigte-nr.pdf	7
898	958	9				2019-10-17 zutrittsberechtigte-nr.pdf	7
899	959	10		Egger Mike, SVP/SG		2019-10-17 zutrittsberechtigte-nr.pdf	7
900	960	11				2019-10-17 zutrittsberechtigte-nr.pdf	7
901	961	12	Gast	Egger Thomas, CSPO/VS	Wyer Stefan	2019-10-17 zutrittsberechtigte-nr.pdf	7
902	962	13				2019-10-17 zutrittsberechtigte-nr.pdf	7
903	963	14	HEV Zürich	Egloff Hans, SVP/ZH	Leiser Albert	2019-10-17 zutrittsberechtigte-nr.pdf	7
904	964	15		Meier Markus	HEV Schweiz	2019-10-17 zutrittsberechtigte-nr.pdf	7
905	965	0	Migros-Genossenschaftsbund	Eichenberger-Walther Corina, FDP-Liberale/AG	Schläpfer Martin	2019-10-17 zutrittsberechtigte-nr.pdf	8
906	966	1	Farner Consulting AG		Heller Daniel	2019-10-17 zutrittsberechtigte-nr.pdf	8
907	967	2		Estermann Yvette, SVP/LU		2019-10-17 zutrittsberechtigte-nr.pdf	8
908	968	3				2019-10-17 zutrittsberechtigte-nr.pdf	8
909	969	4	Persönliche/r Mitarbeiter/in	Eymann Christoph, LDP/BS	Thiriet Simon	2019-10-17 zutrittsberechtigte-nr.pdf	8
910	970	5	Gast		Keller Gottlieb	2019-10-17 zutrittsberechtigte-nr.pdf	8
911	971	6	Commission fédérale de la jeunesse	Fehlmann Rielle Laurence, PSS/GE	Kanaan Sami	2019-10-17 zutrittsberechtigte-nr.pdf	8
912	972	7	GREA-Groupement Romand d'Etudes des Addictions		Savary Jean-Félix	2019-10-17 zutrittsberechtigte-nr.pdf	8
913	973	8		Feller Olivier, PLR/VD		2019-10-17 zutrittsberechtigte-nr.pdf	8
914	974	9				2019-10-17 zutrittsberechtigte-nr.pdf	8
915	975	10	Schweizerischer Gewerkschaftsbund SGB	Feri Yvonne, SP/AG	Bühlmann Regula	2019-10-17 zutrittsberechtigte-nr.pdf	8
916	976	11				2019-10-17 zutrittsberechtigte-nr.pdf	8
917	977	12	Persönliche/r Mitarbeiter/in	Fiala Doris, FDP-Liberale/ZH	Lustenberger Chiara	2019-10-17 zutrittsberechtigte-nr.pdf	8
918	978	13	Persönliche/r Mitarbeiter/in		Blank Tamara Carolina	2019-10-17 zutrittsberechtigte-nr.pdf	8
919	979	14	Flach Consulting GmbH (u. persönlicher Mitarbeiter B.Flach)	Flach Beat, glp/AG	Kaeppeli Michel	2019-10-17 zutrittsberechtigte-nr.pdf	8
920	980	15		Weidmann Yves Samuel	interpharma iph	2019-10-17 zutrittsberechtigte-nr.pdf	8
921	981	0	Persönliche/r Mitarbeiter/in	Flückiger-Bäni Sylvia, SVP/AG	Horber Ruedi	2019-10-17 zutrittsberechtigte-nr.pdf	9
922	982	1	Lignum Holzwirtschaft Schweiz		Starck Christoph	2019-10-17 zutrittsberechtigte-nr.pdf	9
923	983	2	Verband der Schweizerischen Gasindustrie	Fluri Kurt, FDP-Liberale/SO	Schmid Michael	2019-10-17 zutrittsberechtigte-nr.pdf	9
924	984	3	Schweizerischer Städteverband		Schneeberger Paul	2019-10-17 zutrittsberechtigte-nr.pdf	9
925	985	4	Corporate Affairs, Nestlé Suisse	Frehner Sebastian, SVP/BS	Britt Jean-Christophe	2019-10-17 zutrittsberechtigte-nr.pdf	9
926	986	5				2019-10-17 zutrittsberechtigte-nr.pdf	9
927	987	6	Elternbildung CH	Frei Daniel, glp/ZH	Melone Daniela	2019-10-17 zutrittsberechtigte-nr.pdf	9
928	988	7				2019-10-17 zutrittsberechtigte-nr.pdf	9
929	989	8	Médecins de famille suisse	Fridez Pierre-Alain, PSS/JU	Wiesli Reto	2019-10-17 zutrittsberechtigte-nr.pdf	9
930	990	9	Réflexion Santé Suisse		Konrad Christelle	2019-10-17 zutrittsberechtigte-nr.pdf	9
931	991	10	Alliance sud	Friedl Claudia, SP/SG	Schmassmann Eva	2019-10-17 zutrittsberechtigte-nr.pdf	9
932	992	11	Hausverein Schweiz		Wittwer Jürg	2019-10-17 zutrittsberechtigte-nr.pdf	9
933	993	12	Gast	Geissbühler Andrea Martina, SVP/BE	Geissbühler Michael	2019-10-17 zutrittsberechtigte-nr.pdf	9
934	994	13	Verband Schweizerischer Polizei-Beamter		Bundi Ryser Johanna	2019-10-17 zutrittsberechtigte-nr.pdf	9
935	995	14	Invité(e)	Genecand Benoît, PLR/GE	Notz Genecand Corinne	2019-10-17 zutrittsberechtigte-nr.pdf	9
936	996	15				2019-10-17 zutrittsberechtigte-nr.pdf	9
937	997	0	ASTAG	Giezendanner Ulrich, SVP/AG	Kirchhofer André	2019-10-17 zutrittsberechtigte-nr.pdf	10
938	998	1	Persönliche/r Mitarbeiter/in		Zeltner Thomas	2019-10-17 zutrittsberechtigte-nr.pdf	10
939	999	2	WWF Schweiz	Girod Bastien, GPS/ZH	Hofstetter Patrick	2019-10-17 zutrittsberechtigte-nr.pdf	10
940	1000	3	VBSA		Quartier Robin	2019-10-17 zutrittsberechtigte-nr.pdf	10
941	1001	4	Regierungsrat des Kantons Luzern	Glanzmann-Hunkeler Ida, CVP/LU	Graf Guido	2019-10-17 zutrittsberechtigte-nr.pdf	10
942	1002	5	Gast		Glanzmann Jonas	2019-10-17 zutrittsberechtigte-nr.pdf	10
943	1003	6	Persönliche/r Mitarbeiter/in	Glarner Andreas, SVP/AG	Steiner Simone	2019-10-17 zutrittsberechtigte-nr.pdf	10
944	1004	7				2019-10-17 zutrittsberechtigte-nr.pdf	10
945	1005	8	Alliance Sud	Glättli Balthasar, GPS/ZH	Staudenmann Jürg	2019-10-17 zutrittsberechtigte-nr.pdf	10
946	1006	9	Schweizerischer MieterInnenverband SMV		Imboden Natalie	2019-10-17 zutrittsberechtigte-nr.pdf	10
947	1007	10	Collaborateur(rice) personnel(le)	Glauser-Zufferey Alice, UDC/VD	Ziehli Yohan	2019-10-17 zutrittsberechtigte-nr.pdf	10
948	1008	11	Invité(e)		Simon Paul-André	2019-10-17 zutrittsberechtigte-nr.pdf	10
949	1009	12	GastroSuisse	Gmür Alois, CVP/SZ	Platzer Casimir	2019-10-17 zutrittsberechtigte-nr.pdf	10
950	1010	13	Schweizer Brauerei-Verband		Kreber Marcel	2019-10-17 zutrittsberechtigte-nr.pdf	10
951	1011	14	Communicators	Gmür-Schönenberger Andrea, CVP/LU	Bühler Adrian	2019-10-17 zutrittsberechtigte-nr.pdf	10
952	1012	15				2019-10-17 zutrittsberechtigte-nr.pdf	10
953	1013	0	Collaborateur(rice) personnel(le)	Golay Roger, MCG/GE	Mayer Patrick	2019-10-17 zutrittsberechtigte-nr.pdf	11
954	1014	1	Collaborateur(rice) personnel(le)		Baertschi François	2019-10-17 zutrittsberechtigte-nr.pdf	11
955	1015	2	Schweizerischer Gewerbeverband sgv	Gössi Petra, FDP-Liberale/SZ	Davatz-Höchner Christine	2019-10-17 zutrittsberechtigte-nr.pdf	11
956	1016	3				2019-10-17 zutrittsberechtigte-nr.pdf	11
957	1017	4	Bio Suisse	Graf Maya, GPS/BL	Bossard Martin	2019-10-17 zutrittsberechtigte-nr.pdf	11
958	1018	5	Brot für alle		Goethe Christina	2019-10-17 zutrittsberechtigte-nr.pdf	11
959	1019	6	ewz	Graf-Litscher Edith, SP/TG	Graf Harry	2019-10-17 zutrittsberechtigte-nr.pdf	11
960	1020	7	Köhler, Stüdeli & Partner GmbH		Stüdeli Walter	2019-10-17 zutrittsberechtigte-nr.pdf	11
961	1021	8	Biofluels Schweiz	Grin Jean-Pierre, UDC/VD	Frei Ulrich	2019-10-17 zutrittsberechtigte-nr.pdf	11
962	1022	9	Invité(e)		Nicod Gérald	2019-10-17 zutrittsberechtigte-nr.pdf	11
963	1023	10	Verband Schweizerischer Elektrizitätsunternehmen (VSE)	Grossen Jürg, glp/BE	Frank Michael	2019-10-17 zutrittsberechtigte-nr.pdf	11
964	1024	11	Verband Schweizerischer Elektro-Installationsfirmen (VSEI)		Kopp Laura	2019-10-17 zutrittsberechtigte-nr.pdf	11
965	1025	12	Galenica AG	Grunder Hans, BDP/BE	Köpe Christian	2019-10-17 zutrittsberechtigte-nr.pdf	11
966	1026	13				2019-10-17 zutrittsberechtigte-nr.pdf	11
967	1027	14	Gast	Grüter Franz, SVP/LU	Grüter Luzia	2019-10-17 zutrittsberechtigte-nr.pdf	11
968	1028	15		Felice-Tanner Susanne	Persönliche/r Mitarbeiter/in	2019-10-17 zutrittsberechtigte-nr.pdf	11
969	1029	0	Gast	Gschwind Jean-Paul, PDC/JU	Glauser Peter	2019-10-17 zutrittsberechtigte-nr.pdf	12
970	1030	1	Collaborateur(rice) personnel(le)		Heim Karl J.	2019-10-17 zutrittsberechtigte-nr.pdf	12
971	1031	2	BirdLife Schweiz	Gugger Niklaus-Samuel, EVP/ZH	Müller Werner	2019-10-17 zutrittsberechtigte-nr.pdf	12
972	1032	3				2019-10-17 zutrittsberechtigte-nr.pdf	12
973	1033	4	Swisscom AG	Guhl Bernhard, BDP/AG	Kilchenmann Stefan	2019-10-17 zutrittsberechtigte-nr.pdf	12
974	1034	5	Verband Schweizerischer Polizeibeamter		Hofmann Max	2019-10-17 zutrittsberechtigte-nr.pdf	12
975	1035	6		Gutjahr Diana, SVP/TG		2019-10-17 zutrittsberechtigte-nr.pdf	12
976	1036	7				2019-10-17 zutrittsberechtigte-nr.pdf	12
977	1037	8	Schweizerischer Berufsverband Pflegefachfrauen und -männer	Gysi Barbara, SP/SG	Ribi Yvonne	2019-10-17 zutrittsberechtigte-nr.pdf	12
978	1038	9	Personalverband des Bundes		Wicki Janine	2019-10-17 zutrittsberechtigte-nr.pdf	12
979	1039	10		Haab Martin, SVP/ZH		2019-10-17 zutrittsberechtigte-nr.pdf	12
980	1040	11				2019-10-17 zutrittsberechtigte-nr.pdf	12
981	1041	12	Gast	Hadorn Philipp, SP/SO	Walder Annette	2019-10-17 zutrittsberechtigte-nr.pdf	12
982	1042	13	Gewerkschaft des Verkehrspersonals		Lehmann Daniela	2019-10-17 zutrittsberechtigte-nr.pdf	12
983	1043	14	Dachverbband Schweizerischer Patientenstellen	Hardegger Thomas, SP/ZH	Ziltener Erika	2019-10-17 zutrittsberechtigte-nr.pdf	12
984	1044	15		Gassmann Fabio	Alpeninitiative	2019-10-17 zutrittsberechtigte-nr.pdf	12
985	1045	0	swisscleantech	Hausammann Markus, SVP/TG	Novak Martina	2019-10-17 zutrittsberechtigte-nr.pdf	13
986	1046	1				2019-10-17 zutrittsberechtigte-nr.pdf	13
987	1047	2	Gast	Heer Alfred, SVP/ZH	Segert Alexander	2019-10-17 zutrittsberechtigte-nr.pdf	13
988	1048	3	Addfluence GmbH		Brunner Susanne	2019-10-17 zutrittsberechtigte-nr.pdf	13
989	1049	4	Caritas Schweiz	Heim Bea, SP/SO	Flügel Martin	2019-10-17 zutrittsberechtigte-nr.pdf	13
990	1050	5				2019-10-17 zutrittsberechtigte-nr.pdf	13
991	1051	6	Persönliche/r Mitarbeiter/in	Herzog Verena, SVP/TG	Wüthrich Hans-Peter	2019-10-17 zutrittsberechtigte-nr.pdf	13
992	1052	7	Privatkliniken Schweiz / Hirslanden AG		Martin Urs	2019-10-17 zutrittsberechtigte-nr.pdf	13
993	1053	8	Gast	Hess Erich, SVP/BE	Herzig David	2019-10-17 zutrittsberechtigte-nr.pdf	13
994	1054	9				2019-10-17 zutrittsberechtigte-nr.pdf	13
995	1055	10	furrerhugi.ag	Hess Lorenz, BDP/BE	Beutler Nicole	2019-10-17 zutrittsberechtigte-nr.pdf	13
996	1056	11	Swisscom AG		Nünlist Stefan	2019-10-17 zutrittsberechtigte-nr.pdf	13
997	1057	12	Invité(e)	Hiltpold Hugues, PLR/GE	Maudet Pierre	2019-10-17 zutrittsberechtigte-nr.pdf	13
998	1058	13	Canton de Genève		Schurch Florence	2019-10-17 zutrittsberechtigte-nr.pdf	13
999	1059	14		Humbel Ruth, CVP/AG		2019-10-17 zutrittsberechtigte-nr.pdf	13
1000	1060	15				2019-10-17 zutrittsberechtigte-nr.pdf	13
1001	1061	0	Gast	Hurter Thomas, SVP/SH	Stamm Hurter Cornelia	2019-10-17 zutrittsberechtigte-nr.pdf	14
1002	1062	1				2019-10-17 zutrittsberechtigte-nr.pdf	14
1003	1063	2	Gast	Imark Christian, SVP/SO	Imark-Schmidhalter Carmen	2019-10-17 zutrittsberechtigte-nr.pdf	14
1004	1064	3	Gastro Suisse		Borner Daniel	2019-10-17 zutrittsberechtigte-nr.pdf	14
